Controversial Flag,Planet Name,Host Name,Planet Letter,Number of Stars,Number of Planets,Circumbinary Flag,Discovery Method,Discovery Year,Discovery Locale,Detections by Radial Velocity Variations,Detected by Transits,Detected by Imaging,Orbital Period (years),Orbit Semi-Major Axis (au),Planet Radius (Earth Radius),Planet Mass (Earth Mass),Planet Density (g/cm**3),Eccentricity,Equilibrium Temperature (K),Inclination (deg),Transit Depth (%),Transit Duration (hrs),Ratio of Semi-Major Axis to Stellar Radius,Radial Velocity Amplitude (m/s),Spectral Type,Stellar Effective Temperature (K),Stellar Radius (Solar Radius),Stellar Mass (Solar mass),Stellar Metallicity (Solar Metallicity),Stellar Luminosity (log10(Solar)),Stellar Surface Gravity (log10(m/s^2)),Stellar Age (Gyr),Stellar Density (g/cm**3),Stellar Rotational Period (days),Systemic Radial Velocity (km/s),Total Proper Motion (mas/yr),Distance (ly),RA,Dec,U,B,G,V,R,I,Z,J,H,K,W1,W2,W3,W4,Spectral Class,Luminosity Class,Temperature Subscore,Eccentricity Subscore,Number of Stars Subscore,Habitability Score
0,HR 858 d,HR 858,d,2,3,0,Transit,2019,Space,0,1,0,0.031,0.1027,2.164,5.32,2.88,0.28,1075.0,87.43,0.0229,3.4344,0.01514,,F6 V,6201.0,1.31,1.15,0.7244,0.371,2.26,,0.717,,10.07,162.4083969,104.2525,42.9849779,-30.8140609,,7.668,,6.38,,,,5.473,5.225,5.149,5.098,4.941,5.171,5.1,F,V,0.001,0.999999887465,0.25,0.0
0,HR 8799 b,HR 8799,b,1,4,0,Imaging,2008,Ground,0,0,1,465.445,68.0,13.0,2000.0,5.0,,1200.0,30.27,,,,,A5 V,7204.58,1.49,1.5,0.3388,0.692,2.3,0.06,0.68153,,,119.0689573,134.5201,346.8701486,21.1340376,,6.235,,5.98,,,,5.383,5.28,5.24,5.194,5.045,5.214,4.853,A,V,0.001,0.1,1.0,0.0
0,HR 8799 c,HR 8799,c,1,4,0,Imaging,2008,Ground,0,0,1,188.916,38.0,13.0,3000.0,7.5,0.5,1200.0,29.43,,,,,A5 V,7204.58,1.49,1.5,0.3388,0.692,2.3,0.06,0.68153,,,119.0689573,134.5201,346.8701486,21.1340376,,6.235,,5.98,,,,5.383,5.28,5.24,5.194,5.045,5.214,4.853,A,V,0.001,0.993307149076,1.0,0.0
0,HR 8799 d,HR 8799,d,1,4,0,Imaging,2008,Ground,0,0,1,101.303,24.0,13.0,3000.0,7.5,0.6,1300.0,38.63,,,,,A5 V,7204.58,1.49,1.5,0.3388,0.692,2.3,0.06,0.68153,,,119.0689573,134.5201,346.8701486,21.1340376,,6.235,,5.98,,,,5.383,5.28,5.24,5.194,5.045,5.214,4.853,A,V,0.001,0.5,1.0,0.0
0,HR 8799 e,HR 8799,e,1,4,0,Imaging,2010,Ground,0,0,1,56.991,16.4,13.115,3178.3,7.74,0.15,1150.0,25.0,,,,,A5,7400.0,1.49,1.51,0.3162,0.733,2.0,0.03,0.68153,,,119.0689573,134.5201,346.8701486,21.1340376,,6.235,,5.98,,,,5.383,5.28,5.24,5.194,5.045,5.214,4.853,A,---,0.001,0.999999999831,1.0,0.0
0,HS Psc b,HS Psc,b,1,1,0,Radial Velocity,2024,Ground,1,0,0,0.011,0.0435,13.6,464.02947,1.01,0.27,,,,,,268.0,K7 V,4203.0,0.65,0.69,0.8913,-0.914,2.66,0.133,3.43702,1.09,,174.0383202,122.8317,24.347379,26.9528036,14.9922,12.705,11.8118,10.769,10.4387,9.9248,10.5715,8.429,7.784,7.642,7.515,7.557,7.481,7.599,K,V,0.1,0.999999931744,1.0,0.0
1,HU Aqr AB b,HU Aqr,b,2,2,1,Eclipse Timing Variations,2011,Ground,0,0,0,6.544,3.6,12.8,1875.197,4.91,0.0,,90.0,,,,,nan,5952.0,,0.88,,,,,,,,98.6768407,626.8656,316.9921976,-5.2948694,,16.281,,16.183,,,,14.177,13.893,13.634,13.769,13.412,11.592,8.967,-,---,0.1,1.0,0.25,0.0
1,HU Aqr AB c,HU Aqr,c,2,2,1,Eclipse Timing Variations,2011,Ground,0,0,0,11.959,5.4,12.9,1430.235,3.66,0.51,,90.0,,,,,nan,5952.0,,0.88,,,,,,,,98.6768407,626.8656,316.9921976,-5.2948694,,16.281,,16.183,,,,14.177,13.893,13.634,13.769,13.412,11.592,8.967,-,---,0.1,0.989013057369,0.25,0.0
0,IC 4651 9122 b,IC 4651 9122,b,1,1,0,Radial Velocity,2018,Ground,1,0,0,2.01,2.038,12.7,2002.329,5.37,0.18,,,,,,89.5,nan,4740.1,10.27,2.1,1.3183,1.636,0.52,1.14,,,-30.13,5.2694058,2802.7368,261.2086139,-49.9489317,,11.836,,10.909,,,,8.801,8.164,8.054,7.975,8.072,7.992,8.199,-,---,0.1,0.999999999242,1.0,0.0
0,K2-10 b,K2-10,b,1,1,0,Transit,2015,Space,1,1,0,0.053,0.137,3.84,27.0,2.6,0.31,703.0,89.504,0.1691,3.8064,0.0357,7.3,F9,5620.0,0.98,0.92,0.8511,-0.101,2.5,,1.38,,8.2,72.6411481,888.3185,172.1216476,1.6906217,14.5962,13.116,12.9058,12.429,13.5731,12.2063,12.5282,11.059,10.75,10.645,10.638,10.692,10.546,8.92,F,---,0.001,0.999999495653,1.0,0.0
0,K2-100 b,K2-100,b,1,1,0,Transit,2016,Space,0,1,0,0.005,0.0301,3.88,21.8,2.04,0.0,1841.0,81.27,0.01225,1.6056,0.02867,10.6,G0 V,5945.0,1.24,1.15,1.6596,0.25,2.33,0.75,0.85,4.3,33.6,38.415718,616.3011,129.6010863,20.1060074,,11.234,,10.651,10.373,,,9.463,9.242,9.182,9.175,9.189,9.145001,7.632,G,V,0.001,1.0,1.0,0.0
0,K2-101 b,K2-101,b,1,1,0,Transit,2016,Space,0,1,0,0.04,0.1124,2.0,4.66,3.2,0.1,618.0,89.26,0.0749,3.336,0.024,,K3,4927.0,0.76,0.82,1.1749,-0.595,2.59,0.79,2.92,10.6,34.31,38.6976148,614.2496,130.3439097,18.9338205,16.2661,13.963,15.6998,12.892,12.6744,12.4292,13.576,11.162,10.678,10.536,10.482,10.579,10.297,8.403,K,---,0.001,0.999999999986,1.0,0.0
0,K2-102 b,K2-102,b,1,1,0,Transit,2016,Space,0,1,0,0.027,,1.3,2.24,5.6,0.1,,89.0,0.02,2.66,0.017,,K5,4695.0,0.71,0.77,1.3804,-0.657,2.53,0.79,3.03,11.5,34.85,37.3842118,613.7441,130.0558953,19.7787519,16.4107,14.503,15.5738,13.083,15.3331,15.7363,13.0118,11.282,10.739,10.64,10.58,10.655,10.543,8.514,K,---,0.1,0.999999999986,1.0,0.0
0,K2-104 b,K2-104,b,1,1,0,Transit,2016,Space,0,1,0,0.005,0.0242,1.79,3.86,3.7,0.09,798.0,88.75,0.1749,1.584,0.034,,M2.5e,3712.0,0.48,0.51,1.5136,-1.434,2.78,0.79,5.56106,9.3,34.81,36.7131006,617.3774,129.6366594,19.7737202,,18.091,,15.989,15.77,,,12.878,12.252,12.014,11.905,11.835,11.129,8.149,M,---,0.001,0.999999999992,1.0,0.0
0,K2-105 b,K2-105,b,1,1,0,Transit,2017,Space,1,1,0,0.023,0.0833,3.59,30.0,3.56,,928.0,88.865,0.1338,3.46224,0.0339,9.4,K1,5636.0,0.97,1.05,1.6982,-0.189,2.49,0.6,1.72948,,-32.26,8.5017779,645.753,125.4202985,13.4975122,15.1324,12.681,12.4321,11.752,11.7522,11.5689,12.9819,10.541,10.173,10.091,10.058,10.121,10.128,8.55,K,---,0.001,0.1,1.0,0.0
0,K2-107 b,K2-107,b,1,1,0,Transit,2017,Space,1,1,0,0.009,0.0475,15.98,266.9772,0.35,0.0,1649.0,82.361,0.6658,3.2232,0.081,95.5,F9 IV,6061.0,1.81,1.3,1.3804,0.464,2.04,4.25,0.457,,-8.36,7.6809039,2234.8209,284.985355,-22.2934206,,13.634,,13.012,,,,11.564,11.257,11.21,11.165,11.207,11.096,8.123,F,IV,0.001,1.0,1.0,0.0
0,K2-108 b,K2-108,b,1,1,0,Transit,2017,Space,1,1,0,0.013,0.0581,5.33,59.4,2.22,0.18,1360.0,86.135,0.0973,3.5496,0.0277,21.3,nan,5599.0,1.76,1.17,2.2909,0.405,2.02,7.8,0.806,,,23.73957,1556.7263,123.3818484,16.419516,15.6082,13.106,15.7535,12.339,15.5054,15.3456,14.0529,10.986,10.652,10.561,10.538,10.585,10.577,8.802,-,---,0.001,0.999999999242,1.0,0.0
0,K2-11 b,K2-11,b,1,1,0,Transit,2015,Space,0,1,0,0.109,0.2257,7.55,44.4,0.567,,734.0,,0.07,5.808,0.0266,,G8,5433.0,5.15,1.35,0.7586,-0.31,2.56,,2.11399,,,54.1245269,1074.0611,169.0418328,1.9866832,15.7707,14.275,14.7717,13.409,13.3286,13.034,13.2116,11.865,11.458,11.347,11.302,11.375,11.297,8.824,G,---,0.001,0.1,1.0,0.0
0,K2-110 b,K2-110,b,1,1,0,Transit,2017,Space,1,1,0,0.038,0.10207,2.592,15.9,5.02,0.13,638.0,89.35,0.1361,3.22,0.0333,5.25,K3 V,5010.0,0.71,0.74,0.4571,-0.567,2.61,8.0,3.515,,-21.63,111.655564,379.8869,207.3497402,-12.2849182,,12.834,,11.985,,,,10.184,9.641,9.607,9.521,9.577,9.479,8.695,K,V,0.001,0.999999999938,1.0,0.0
0,K2-111 b,K2-111,b,1,2,0,Transit,2017,Space,1,1,0,0.015,0.0565,1.82,5.58,5.0,0.1,1309.0,86.43,0.01184,3.38,0.01255,2.3,G2,5775.0,1.25,0.84,0.3467,0.279,2.22,13.5,0.6,29.2,-16.28,127.3664026,653.5971,59.8903081,21.2985263,,11.796,,11.13,,,,9.768,9.477,9.377,9.321,9.347,9.213,8.847,G,---,0.001,0.999999999986,1.0,0.0
0,K2-111 c,K2-111,c,1,2,0,Radial Velocity,2020,Ground,1,0,0,0.043,0.11569,3.33,11.08,1.65,0.071,,,,,,3.19,G2,5775.0,1.25,0.84,0.3467,0.119,2.25,13.5,0.6,29.2,-16.28,127.3664026,653.5971,59.8903081,21.2985263,,11.796,,11.13,,,,9.768,9.477,9.377,9.321,9.347,9.213,8.847,G,---,0.1,0.999999999997,1.0,0.0
0,K2-113 b,K2-113,b,1,1,0,Transit,2017,Space,1,1,0,0.016,0.0642,12.14,410.0007,1.97,0.0,1098.0,86.21,0.8378,3.0744,0.0898,144.5,G,5660.0,1.24,1.04,1.8621,0.009,2.27,5.9,0.987,,,23.918754,2073.4454,19.4493823,6.8688469,15.9897,14.44,14.3517,13.744,13.5701,13.4248,13.6006,12.347,11.998,11.949,11.894,11.956,11.98,9.114,G,---,0.001,1.0,1.0,0.0
0,K2-114 b,K2-114,b,1,1,0,Transit,2017,Space,1,1,0,0.031,0.0943,10.447,638.8351,3.08,0.081,701.0,89.21,0.01352,3.97,0.1163,200.0,nan,4920.0,0.82,0.86,2.5704,-0.445,2.54,7.2,2.17,,,13.3759285,1551.7133,127.882912,11.922255,17.3699,15.626,15.0403,14.55,14.1861,13.9521,13.8308,12.835,12.386,12.304,12.23,12.326,11.844,8.728,-,---,0.001,0.999999999995,1.0,0.0
0,K2-115 b,K2-115,b,1,1,0,Transit,2017,Space,1,1,0,0.056,0.143,12.06,266.9772,0.82,0.14,619.0,88.82,1.7257,3.8592,0.1255,77.0,G4,5657.0,0.88,0.95,0.7943,-0.145,2.53,10.7,2.663,,,26.6771291,1348.9519,126.5535002,12.281851,15.4248,14.008,13.8412,13.444,13.2338,13.1972,13.3841,12.108,11.76,11.724,11.658,11.7,11.723,8.567,G,---,0.001,0.999999999897,1.0,0.0
0,K2-116 b,K2-116,b,1,1,0,Transit,2017,Space,0,1,0,0.013,0.048,0.69,0.257,4.3,0.06,,89.09,0.0129,1.89,0.0094,,nan,4348.35,0.67,0.69,1.0233,-0.746,2.64,,2.18936,,-18.91,223.1556304,161.0738,336.1523363,-11.5793181,,11.982,,10.8,,,,8.597,8.020001,7.875,7.767,7.865,7.811,7.701,-,---,0.1,0.999999999998,1.0,0.0
0,K2-117 b,K2-117,b,1,2,0,Transit,2017,Space,0,1,0,0.004,0.0189,2.03,4.78,3.14,0.06,868.0,88.36,0.1817,1.152,0.0363,,M1.0 V,3778.0,0.51,0.54,0.8913,-1.357,2.75,,5.297,,,21.435468,331.4789,133.8557342,10.4692176,18.0974,16.129,15.4603,14.639,14.0228,15.4973,12.6845,11.447,10.801,10.589,10.489,10.44,10.334,8.9,M,V,0.001,0.999999999998,1.0,0.0
0,K2-117 c,K2-117,c,1,2,0,Transit,2017,Space,0,1,0,0.015,0.0492,2.06,4.9,3.08,0.15,537.0,89.49,0.1686,2.1096,0.0368,,M1.0 V,3778.0,0.51,0.54,0.8913,-1.357,2.75,,5.297,,,21.435468,331.4789,133.8557342,10.4692176,18.0974,16.129,15.4603,14.639,14.0228,15.4973,12.6845,11.447,10.801,10.589,10.489,10.44,10.334,8.9,M,V,0.0125665319599,0.999999999831,1.0,0.0
0,K2-118 b,K2-118,b,1,1,0,Transit,2017,Space,0,1,0,0.139,0.245,2.54,6.99,2.34,0.2,,89.5,0.1193,4.104,0.03174,,nan,4726.29,0.73,0.76,1.3459,-0.561,2.53,,2.22691,,,20.9760411,1049.3156,132.1268608,15.6558964,16.6967,15.032,14.8379,14.0,15.0433,14.9251,13.4449,12.259,11.768,11.654,11.628,11.703,11.821,8.692,-,---,0.1,0.999999997939,1.0,0.0
0,K2-119 b,K2-119,b,1,1,0,Transit,2017,Space,0,1,0,0.021,0.0698,2.53,6.94,2.35,0.07,666.0,89.4,0.1233,2.904,0.0328,,nan,4740.0,0.71,0.76,0.8913,-0.685,2.62,,2.251,,,37.4882237,1192.3644,132.0098683,16.9017663,17.8786,15.974,15.4882,14.818,14.4407,14.8483,13.9304,12.841,12.265,12.174,12.119,12.174,12.179,8.791,-,---,0.001,0.999999999997,1.0,0.0
0,K2-12 b,K2-12,b,1,1,0,Transit,2015,Space,1,1,0,0.023,0.0792,2.44,5.2,1.6,0.5,1026.0,87.6,0.0481,4.18,0.0187,2.1,F9,5672.0,1.12,0.97,1.0,0.072,2.3,8.9,0.84625,,18.85,59.3715961,1064.5112,173.1919022,2.2446794,15.205,12.96,12.6364,12.38,12.1463,11.9888,13.3195,10.983,10.712,10.605,10.582,10.631,10.589,8.982,F,---,0.001,0.993307149076,1.0,0.0
0,K2-120 b,K2-120,b,1,1,0,Transit,2017,Space,0,1,0,0.026,0.078,2.01,4.7,3.18,0.14,,89.57,0.1025,3.648,0.0276,,nan,4349.9,0.67,0.69,0.4977,-0.664,,,,,,43.39656,944.3647,132.142853,17.1905813,,15.154,,14.092,,,,12.0,11.471,11.388,11.166,11.205,10.95,8.79,-,---,0.1,0.999999999897,1.0,0.0
0,K2-121 b,K2-121,b,1,1,0,Transit,2017,Space,0,1,0,0.014,0.0629,7.52,44.1,0.57,0.22,738.0,89.027,1.3112,2.0304,0.1028,,nan,4690.0,0.67,0.69,0.6918,-0.745,2.63,,6.532,,30.15,20.2195641,552.5017,126.9366624,17.5793267,16.6768,14.36,14.4538,13.229,12.9405,12.6118,13.8626,11.309,10.742,10.616,10.549,10.612,10.533,8.299,-,---,0.001,0.999999994397,1.0,0.0
0,K2-122 b,K2-122,b,2,1,0,Transit,2017,Space,0,1,0,0.006,0.0373,1.16,1.65,5.81,0.21,769.0,86.39,0.0432,1.236,0.018,,M0,4009.0,0.59,0.63,2.0893,-1.102,2.69,,3.65184,,-14.35,57.8847947,234.9771,126.4762179,20.3593384,16.5733,14.588,16.1418,13.105,15.2301,11.7743,13.5146,10.104,9.457,9.275,9.168,9.222,9.108,8.388,M,---,0.001,0.999999996602,0.25,0.0
0,K2-123 b,K2-123,b,1,1,0,Transit,2017,Space,0,1,0,0.085,0.1649,2.76,8.05,2.1,0.06,338.0,89.79,0.2117,3.7608,0.0427,,nan,4035.0,0.59,0.62,1.0715,-1.143,2.69,,4.511,,,59.9782225,526.9213,134.4441404,21.4532748,,16.292,,14.781,,,,11.907,11.25,11.055,10.961,10.981,10.919,8.525,-,---,0.977405423222,0.999999999998,1.0,0.97740542322
0,K2-124 b,K2-124,b,1,1,0,Transit,2017,Space,0,1,0,0.018,0.049,2.9,8.75,1.97,0.08,442.0,89.03,0.553,1.68,0.069,,nan,3570.0,0.39,0.39,1.0544,-1.659,2.86,,9.58,,,32.7273697,457.8741,133.6410515,23.1329509,20.0203,18.427,17.3547,16.692,15.9066,14.7601,14.1469,12.838,12.227,11.975,11.846,11.704,11.448,8.916,-,---,0.25707005113,0.999999999995,1.0,0.257070051128
0,K2-125 b,K2-125,b,1,1,0,Transit,2017,Space,0,1,0,0.06,0.121,2.18,5.39,2.86,0.08,,89.72,,,0.04981,,nan,3654.47,0.4,0.49,,-1.641,2.83,,8.77693,,,72.5742576,404.9422,204.1418754,-14.9478195,,17.553,,16.4,,,,12.609,12.044,11.802,11.668,11.529,11.392,9.056,-,---,0.1,0.999999999995,1.0,0.0
0,K2-126 b,K2-126,b,1,1,0,Transit,2017,Space,0,1,0,0.02,0.0656,1.97,4.54,3.26,0.06,601.0,89.4,0.0882,2.5872,0.0279,,nan,4339.0,0.65,0.69,1.0471,-0.878,2.66,,2.903,,1.0,37.0500489,335.7874,203.5467021,-13.5769705,,14.154,,12.759,,,,10.508,9.917,9.712,9.678001,9.724,9.631,8.58,-,---,0.001,0.999999999998,1.0,0.0
0,K2-127 b,K2-127,b,1,1,0,Transit,2017,Space,0,1,0,0.01,0.0411,8.37,52.9,0.496,0.12,809.0,87.22,1.512,2.3208,0.1162,,nan,4575.0,0.66,0.72,0.7762,-0.254,2.65,,2.211,,,23.8024081,2315.7043,207.0782895,-11.5889878,,16.005,,15.041,,,,13.373,12.926,12.793,12.786,12.827,12.905,9.126,-,---,0.001,0.999999999962,1.0,0.0
0,K2-128 b,K2-128,b,1,1,0,Transit,2017,Space,0,1,0,0.016,0.056,1.42,2.6,4.99,0.23,,87.4,0.0332,1.8048,0.01675,,nan,4469.51,0.78,0.71,0.5495,-0.822,2.7,,3.00478,,-13.21,4.5895303,373.8955,204.4376666,-8.5970858,,13.749,,12.58,,,,10.491,9.965,9.815,9.76,9.803001,9.771,8.726,-,---,0.1,0.999999990763,1.0,0.0
0,K2-129 b,K2-129,b,1,1,0,Transit,2017,Space,0,1,0,0.023,0.057,1.04,1.12,5.47,0.13,,89.21,0.0858,1.512,0.0266,,nan,3459.09,0.36,0.36,,-1.828,2.87,,10.66281,,,316.2727299,90.6573,289.1485491,-25.6463233,,15.182,,13.639,,,,9.697,9.102,8.852,,,,,-,---,0.1,0.999999999938,1.0,0.0
0,K2-13 b,K2-13,b,1,1,0,Transit,2015,Space,0,1,0,0.109,0.2114,1.89,4.23,3.44,,511.0,,0.058,6.34,0.0226,,G3,5698.0,0.78,0.8,0.2884,-0.135,2.33,,1.72012,,15.45,18.2771424,1116.7386,170.1554763,2.5027534,,13.615,,12.882,,,,11.571,11.26,11.169,11.15,11.185,11.093,8.819,G,---,0.0340474547346,0.1,1.0,0.0
0,K2-130 b,K2-130,b,1,1,0,Transit,2017,Space,0,1,0,0.007,0.032,1.25,2.1,5.91,0.17,,86.53,0.0304,1.704,0.0154,,nan,4356.47,0.74,0.7,0.5754,-0.799,2.62,,2.72247,,-49.6,62.8997076,384.9,290.2705419,-19.6908744,,13.94,,12.676,,,,10.562,9.989,9.858,9.789,9.855,9.751,8.824,-,---,0.1,0.99999999954,1.0,0.0
0,K2-131 b,K2-131,b,1,1,0,Transit,2017,Space,1,1,0,0.001,0.00936,1.69,7.9,8.8,0.0,2223.0,85.0,0.075565,1.0027781,0.0172,8.0,nan,5120.0,0.76,0.8,0.912,-0.479,2.61,5.3,2.71,9.19,-5.27,39.848745,497.4173,182.751404,-9.7652392,,13.054,,12.129,,,,10.57,10.122,10.051,9.95,9.997,9.907,8.667,-,---,0.001,1.0,1.0,0.0
0,K2-132 b,K2-132,b,1,1,0,Transit,2017,Space,1,1,0,0.025,0.0916,14.572,155.7367,0.277,0.29,1586.0,77.46,0.058,7.169,0.0325,42.1,nan,4840.0,3.85,1.08,0.9772,0.943,1.3,8.5,0.0264,,10.37,29.6333376,1988.958,182.1662666,-8.7472172,,12.934,,12.071,,,,10.153,9.637,9.54,9.461,9.534,9.451,8.887,-,---,0.001,0.999999814461,1.0,0.0
0,K2-133 b,K2-133,b,1,4,0,Transit,2017,Space,0,1,0,0.008,0.03194,1.34,2.36,5.39,,,87.6,0.071,1.22,0.027,,M1.5 V,3655.0,0.46,0.46,,-1.479,2.77,,6.6302,,107.2,191.3593293,245.1724,70.1493775,25.0098135,17.2832,15.394,15.2645,14.073,13.6265,12.9151,12.7195,11.084,10.487,10.279,10.173,10.072,9.991,8.586,M,V,0.1,0.1,1.0,0.0
0,K2-133 c,K2-133,c,1,4,0,Transit,2017,Space,0,1,0,0.013,0.04341,1.603,3.2,4.27,,,88.21,0.098,1.62,0.0323,,M1.5 V,3655.0,0.46,0.46,,-1.479,2.77,,6.6302,,107.2,191.3593293,245.1724,70.1493775,25.0098135,17.2832,15.394,15.2645,14.073,13.6265,12.9151,12.7195,11.084,10.487,10.279,10.173,10.072,9.991,8.586,M,V,0.1,0.1,1.0,0.0
0,K2-133 d,K2-133,d,1,4,0,Transit,2017,Space,0,1,0,0.03,0.07487,2.003,4.67,3.19,,734.0,89.4,0.19,2.32,0.0404,,M1.5 V,3655.0,0.46,0.46,,-1.479,2.77,,6.6302,,107.2,191.3593293,245.1724,70.1493775,25.0098135,17.2832,15.394,15.2645,14.073,13.6265,12.9151,12.7195,11.084,10.487,10.279,10.173,10.072,9.991,8.586,M,V,0.001,0.1,1.0,0.0
0,K2-133 e,K2-133,e,1,4,0,Transit,2019,Space,0,1,0,0.073,0.1346,1.73,3.64,3.86,,296.0,89.164,0.0987,1.44,0.0348,,M1.5 V,3655.0,0.46,0.46,,-1.479,2.77,,6.6302,,107.2,191.3593293,245.1724,70.1493775,25.0098135,17.2832,15.394,15.2645,14.073,13.6265,12.9151,12.7195,11.084,10.487,10.279,10.173,10.072,9.991,8.586,M,V,0.935380924412,0.1,1.0,0.0
0,K2-136 b,K2-136,b,2,3,0,Transit,2017,Space,0,1,0,0.022,0.0707,1.014,4.3,24.0,0.14,610.0,89.2,,2.67,0.0137,1.7,K5.5,4500.0,0.68,0.74,0.955,-0.777,2.68,0.65,3.38358,15.0,39.2,90.2037185,193.2389,67.4128615,22.8825674,16.2738,12.479,12.1997,11.101,10.8436,10.4375,11.0446,9.096,8.496,8.368,8.273,8.35,8.302,8.112001,K,---,0.001,0.999999999897,0.25,0.0
0,K2-136 c,K2-136,c,2,3,0,Transit,2017,Space,0,1,0,0.047,0.1185,3.0,18.1,3.69,0.047,470.0,89.7,0.1909,3.449,0.04064,5.49,K5.5,4500.0,0.68,0.74,0.955,-0.777,2.68,0.65,3.38358,15.0,39.2,90.2037185,193.2389,67.4128615,22.8825674,16.2738,12.479,12.1997,11.101,10.8436,10.4375,11.0446,9.096,8.496,8.368,8.273,8.35,8.302,8.112001,K,---,0.126241309661,0.999999999999,0.25,0.0
0,K2-136 d,K2-136,d,2,3,0,Transit,2017,Space,0,1,0,0.07,0.1538,1.565,3.0,4.3,0.071,420.0,89.4,,3.04,0.02119,0.78,K5.5,4500.0,0.68,0.74,0.955,-0.777,2.68,0.65,3.38358,15.0,39.2,90.2037185,193.2389,67.4128615,22.8825674,16.2738,12.479,12.1997,11.101,10.8436,10.4375,11.0446,9.096,8.496,8.368,8.273,8.35,8.302,8.112001,K,---,0.40483300983,0.999999999997,0.25,0.101208252457
0,K2-137 b,K2-137,b,1,1,0,Transit,2017,Space,0,1,0,0.0,0.0058,0.64,158.915,,0.0,1471.0,93.1,,0.6288,0.02,,M3 V,3697.0,0.29,0.46,0.873,-1.484,3.0,,13.0,,,79.5954471,322.4916,186.870426,-6.1952168,,17.007,,15.94,,,,11.764,11.126,10.882,10.705,10.65,10.647,8.368,M,V,0.001,1.0,1.0,0.0
0,K2-138 b,K2-138,b,1,6,0,Transit,2017,Space,0,1,0,0.006,0.03385,1.51,3.1,4.9,0.048,1157.0,87.2,,2.01,0.016,1.56,G8 V,5356.3,0.86,0.94,1.3804,-0.287,2.54,2.8,2.064,,0.64,10.5710313,660.7431,348.9490311,-10.8497391,15.0982,13.063,14.8948,12.246,12.065,11.8643,13.046,10.756,10.384,10.305,10.274,10.332,10.279,8.84,G,V,0.001,0.999999999999,1.0,0.0
0,K2-138 c,K2-138,c,1,6,0,Transit,2017,Space,0,1,0,0.01,0.04461,2.299,6.31,2.8,0.045,1012.0,88.1,,2.38,0.02439,2.78,G8 V,5356.3,0.86,0.94,1.3804,-0.287,2.54,2.8,2.064,,0.64,10.5710313,660.7431,348.9490311,-10.8497391,15.0982,13.063,14.8948,12.246,12.065,11.8643,13.046,10.756,10.384,10.305,10.274,10.332,10.279,8.84,G,V,0.001,0.999999999999,1.0,0.0
0,K2-138 d,K2-138,d,1,6,0,Transit,2017,Space,0,1,0,0.015,0.05893,2.39,7.92,3.1,0.043,888.0,89.0,,2.7,0.02532,3.03,G8 V,5356.3,0.86,0.94,1.3804,-0.287,2.54,2.8,2.064,,0.64,10.5710313,660.7431,348.9490311,-10.8497391,15.0982,13.063,14.8948,12.246,12.065,11.8643,13.046,10.756,10.384,10.305,10.274,10.332,10.279,8.84,G,V,0.001,0.999999999999,1.0,0.0
0,K2-138 e,K2-138,e,1,6,0,Transit,2017,Space,0,1,0,0.023,0.0782,3.39,12.97,1.8,0.077,757.0,88.6,0.1343,2.97,0.03599,4.31,G8 V,5356.3,0.86,0.94,1.3804,-0.287,2.54,2.8,2.064,,0.64,10.5710313,660.7431,348.9490311,-10.8497391,15.0982,13.063,14.8948,12.246,12.065,11.8643,13.046,10.756,10.384,10.305,10.274,10.332,10.279,8.84,G,V,0.001,0.999999999996,1.0,0.0
0,K2-138 f,K2-138,f,1,6,0,Transit,2017,Space,0,1,0,0.035,0.10447,2.904,1.63,0.4,0.062,653.0,88.8,,3.2,0.03085,0.47,G8 V,5356.3,0.86,0.94,1.3804,-0.287,2.54,2.8,2.064,,0.64,10.5710313,660.7431,348.9490311,-10.8497391,15.0982,13.063,14.8948,12.246,12.065,11.8643,13.046,10.756,10.384,10.305,10.274,10.332,10.279,8.84,G,V,0.001,0.999999999998,1.0,0.0
0,K2-138 g,K2-138,g,1,6,0,Transit,2021,Space,1,1,0,0.115,0.23109,3.013,4.32,0.9,0.059,445.0,89.4,,4.75,0.03187,0.83,G8 V,5356.3,0.86,0.94,1.3804,-0.287,2.54,2.8,2.064,,0.64,10.5710313,660.7431,348.9490311,-10.8497391,15.0982,13.063,14.8948,12.246,12.065,11.8643,13.046,10.756,10.384,10.305,10.274,10.332,10.279,8.84,G,V,0.239915787932,0.999999999998,1.0,0.239915787931
0,K2-139 b,K2-139,b,1,1,0,Transit,2017,Space,1,1,0,0.078,0.1796,9.11,123.00021,0.91,0.12,524.0,89.557,1.1093,4.9392,0.0951,27.7,K0 V,5370.0,0.88,0.96,1.7378,-0.299,2.54,1.8,2.477,17.24,-31.36,38.7241554,501.8106,289.066707,-17.9107147,,12.434,,11.652,,,,10.177,9.768,9.66,9.604,9.677,9.566,8.242,K,V,0.0210199562175,0.999999999962,1.0,0.0
0,K2-14 b,K2-14,b,1,1,0,Transit,2015,Space,0,1,0,0.023,0.0627,4.81,20.7,1.02,0.14,488.0,88.19,0.943,2.3304,0.11016,,M0,3789.0,0.45,0.47,0.4266,-0.968,2.89,,3.2418,,,46.8749859,1187.3644,178.0568745,2.5941222,,17.783,,15.78,,,,13.416,12.772,12.611,12.53,12.569,11.907,8.967,M,---,0.0738666779395,0.999999999897,1.0,0.0
