Controversial Flag,Planet Name,Host Name,Planet Letter,Number of Stars,Number of Planets,Circumbinary Flag,Discovery Method,Discovery Year,Discovery Locale,Detections by Radial Velocity Variations,Detected by Transits,Detected by Imaging,Orbital Period (years),Orbit Semi-Major Axis (au),Planet Radius (Earth Radius),Planet Mass (Earth Mass),Planet Density (g/cm**3),Eccentricity,Equilibrium Temperature (K),Inclination (deg),Transit Depth (%),Transit Duration (hrs),Ratio of Semi-Major Axis to Stellar Radius,Radial Velocity Amplitude (m/s),Spectral Type,Stellar Effective Temperature (K),Stellar Radius (Solar Radius),Stellar Mass (Solar mass),Stellar Metallicity (Solar Metallicity),Stellar Luminosity (log10(Solar)),Stellar Surface Gravity (log10(m/s^2)),Stellar Age (Gyr),Stellar Density (g/cm**3),Stellar Rotational Period (days),Systemic Radial Velocity (km/s),Total Proper Motion (mas/yr),Distance (ly),RA,Dec,U,B,G,V,R,I,Z,J,H,K,W1,W2,W3,W4,Spectral Class,Luminosity Class,Temperature Subscore,Eccentricity Subscore,Number of Stars Subscore,Habitability Score
0,Kepler-1834 c,Kepler-1834,c,1,2,0,Transit,2023,Space,0,1,0,0.002,0.015,1.22,1.98,5.99,0.0,1541.0,84.94,0.0244,1.2638,0.01422,,nan,4821.0,0.79,0.77,1.4454,-0.577,2.53,12.2,2.73161,,,7.1740785,1632.0683,294.6646789,39.7838461,,15.794,15.695,15.18,14.841,14.564,14.376,13.31,12.836,12.722,12.664,12.765,12.282,8.874,-,---,0.001,1.0,1.0,0.0
0,Kepler-1835 b,Kepler-1835,b,1,1,0,Transit,2021,Space,0,1,0,0.033,0.0997,3.534,12.2,1.52,0.0,808.0,84.85,0.07842,4.526,0.02604,,nan,5903.0,0.96,0.92,0.5495,0.078,2.44,4.8,0.1344,,,15.9367732,4580.4696,280.3148152,43.9856885,,16.27,15.855,15.615,15.326,15.15,15.093,14.189,13.844,13.836,13.767,13.815,13.203,9.396,-,---,0.001,1.0,1.0,0.0
0,Kepler-1836 b,Kepler-1836,b,1,1,0,Transit,2021,Space,0,1,0,0.014,0.0602,2.553,7.05,2.33,0.0,1093.0,89.97,0.04618,2.9878,0.01971,,nan,6123.0,0.99,1.05,0.7244,0.016,2.47,,1.76644,,,10.8865645,4803.0385,292.3150933,40.8387799,,15.779,16.135,15.558,15.612,15.455,15.365,14.501,14.125,14.032,14.078,14.108,12.66,8.91,-,---,0.001,1.0,1.0,0.0
0,Kepler-1837 b,Kepler-1837,b,1,1,0,Transit,2021,Space,0,1,0,0.016,0.065,2.067,4.92,3.06,0.0,1012.0,89.93,0.02196,2.392,0.01362,,nan,5966.0,0.96,1.05,0.955,-0.068,2.49,0.5,3.74625,,,7.7858155,4009.0443,288.2076012,45.6834463,,15.778,15.962,15.48,15.407,15.254,15.186,14.216,13.903,13.835,13.736,13.877,12.919,8.997,-,---,0.001,1.0,1.0,0.0
0,Kepler-1838 b,Kepler-1838,b,1,1,0,Transit,2021,Space,0,1,0,0.033,0.1096,1.66,3.4,4.08,0.0,1097.0,86.45,0.00707,6.401,0.00912,,nan,5877.0,1.96,1.19,1.0965,0.537,1.93,6.2,0.17451,,,36.2798296,1471.7529,298.9917165,40.14226,,12.527,12.217,11.443,11.759,11.651,11.55,10.677,10.445,10.373,10.215,10.277,10.697,9.081,-,---,0.001,1.0,1.0,0.0
0,Kepler-1839 b,Kepler-1839,b,1,1,0,Transit,2021,Space,0,1,0,0.014,0.0583,1.949,4.46,3.31,0.0,1049.0,85.55,0.01379,3.926,0.01123,,nan,5926.0,0.94,1.03,0.912,0.192,2.51,0.4,0.36913,,,1.440609,3707.0891,294.2244432,50.0755761,,15.455,15.118,14.935,14.575,14.42,14.408,13.465,13.097,13.033,13.009,13.047,12.544,9.495,-,---,0.001,1.0,1.0,0.0
0,Kepler-184 b,Kepler-184,b,1,3,0,Transit,2014,Space,0,1,0,0.029,0.092,2.36,6.17,2.58,0.0,780.0,86.89,0.07777,3.221,0.02575,,nan,5788.0,0.87,0.97,0.6368,-0.225,2.51,1.7,2.7003,,,22.8747961,1990.6149,291.9518784,43.0746172,,15.168,14.831,14.42,14.279,14.126,14.01,13.1,12.752,12.69,12.656,12.691,12.677,9.062,-,---,0.001,1.0,1.0,0.0
0,Kepler-184 c,Kepler-184,c,1,3,0,Transit,2014,Space,0,1,0,0.056,0.141,1.97,8.8,6.32,0.0,630.0,87.96,0.05334,4.348,0.02171,,nan,5788.0,0.87,0.97,0.6368,-0.225,2.51,1.7,1.57943,,,22.8747961,1990.6149,291.9518784,43.0746172,,15.168,14.831,14.42,14.279,14.126,14.01,13.1,12.752,12.69,12.656,12.691,12.677,9.062,-,---,0.001,1.0,1.0,0.0
0,Kepler-184 d,Kepler-184,d,1,3,0,Transit,2014,Space,0,1,0,0.079,0.179,2.49,6.76,2.41,0.0,559.0,88.09,0.06376,3.961,0.02813,,nan,5788.0,0.87,0.97,0.6368,-0.225,2.51,1.7,0.51622,,,22.8747961,1990.6149,291.9518784,43.0746172,,15.168,14.831,14.42,14.279,14.126,14.01,13.1,12.752,12.69,12.656,12.691,12.677,9.062,-,---,0.00489007827779,1.0,1.0,0.0
0,Kepler-1840 b,Kepler-1840,b,1,1,0,Transit,2021,Space,0,1,0,0.359,0.4644,2.778,8.13,2.08,0.0,284.0,89.97,0.09159,7.548,0.02673,,nan,4898.0,0.8,0.77,1.3804,-0.587,2.52,14.0,3.61271,,,11.9468267,1673.5293,298.5948803,41.4359643,,16.417,15.898,15.192,14.976,14.684,14.469,13.477,12.943,12.731,12.556,12.639,12.753,9.21,-,---,0.868490344385,1.0,1.0,0.868490344385
0,Kepler-1841 b,Kepler-1841,b,1,1,0,Transit,2021,Space,0,1,0,0.071,0.1606,1.489,2.82,4.69,0.0,542.0,87.16,0.02171,4.35,0.01777,,nan,5190.0,0.9,0.82,1.3183,-0.278,2.45,11.6,0.18265,,,5.1813616,2060.3275,287.7069031,40.6852161,,15.684,15.144,14.855,14.499,14.304,14.194,13.245,12.826,12.745,12.699,12.711,12.507,8.944,-,---,0.0102227554188,1.0,1.0,0.0
0,Kepler-1842 b,Kepler-1842,b,1,1,0,Transit,2021,Space,0,1,0,0.038,0.116,2.354,6.14,2.59,0.0,822.0,88.86,0.04036,1.2808,0.01897,,nan,5970.0,1.13,1.06,1.1482,-0.026,2.36,7.0,8.12745,,,8.4013569,3012.217,286.2516039,42.3784353,,15.36,15.221,14.746,14.661,14.518,14.445,13.518,13.22,13.104,13.091,13.116,12.636,8.622,-,---,0.001,1.0,1.0,0.0
0,Kepler-1843 b,Kepler-1843,b,1,1,0,Transit,2021,Space,0,1,0,0.07,0.171,2.709,7.8,2.16,0.0,772.0,88.78,0.01386,8.567,0.01071,,nan,5422.0,1.78,1.02,1.0471,0.394,1.95,10.8,0.2587,,,21.2142693,2559.1015,292.8852302,41.279169,,13.997,13.527,13.086,12.885,12.687,12.579,11.606,11.214,11.141,11.113,11.151,10.936,9.241,-,---,0.001,1.0,1.0,0.0
0,Kepler-1844 b,Kepler-1844,b,1,1,0,Transit,2021,Space,0,1,0,0.011,0.0478,3.036,9.46,1.86,0.0,1074.0,89.22,0.04635,3.708,0.01962,,nan,5776.0,0.85,0.94,0.6607,0.226,2.55,,0.69061,,,2.3586766,5885.0284,292.6903973,37.9345682,17.7447,16.381,16.2376,15.995,15.6511,15.4351,15.3903,14.461,14.074,14.062,13.851,13.94,12.793,9.036,-,---,0.001,1.0,1.0,0.0
0,Kepler-1845 b,Kepler-1845,b,1,1,0,Transit,2021,Space,0,1,0,0.032,0.0885,2.438,6.52,2.47,0.0,584.0,89.97,0.07717,2.229,0.02453,,nan,4703.0,0.7,0.69,0.7244,-0.578,2.58,1.0,9.95871,,,12.8750071,2318.069,292.9016226,38.297032,,16.802,16.481,16.117,15.646,15.366,15.191,14.175,13.66,13.585,13.536,13.641,12.821,8.823,-,---,0.00149616312078,1.0,1.0,0.0
0,Kepler-1846 b,Kepler-1846,b,1,1,0,Transit,2021,Space,0,1,0,0.041,0.1089,1.764,3.76,3.77,0.0,552.0,89.88,0.01849,3.902,0.012,,nan,4825.0,0.73,0.79,1.2023,-0.53,2.6,14.0,2.17048,,,18.0864718,1221.8293,294.3909489,44.7629523,,15.655,14.998,14.412,14.071,13.781,13.641,12.554,12.039,11.942,11.912,12.0,12.024,9.091,-,---,0.00666923777141,1.0,1.0,0.0
0,Kepler-1847 b,Kepler-1847,b,1,1,0,Transit,2021,Space,0,1,0,0.03,0.0989,2.745,7.97,2.12,0.0,843.0,88.66,0.0371,2.771,0.01831,,nan,6122.0,0.96,1.04,0.6607,0.099,2.49,0.4,2.20963,,,7.7222903,5524.626,296.6014013,44.3252289,,16.719,16.358,16.027,15.822,15.645,15.555,14.682,14.359,14.192,14.302,14.437,12.884,9.44,-,---,0.001,1.0,1.0,0.0
0,Kepler-1848 b,Kepler-1848,b,1,1,0,Transit,2021,Space,0,1,0,0.015,0.0563,1.409,2.57,5.05,0.0,774.0,88.25,0.02249,1.0273,0.01358,,nan,4847.0,0.74,0.76,1.0,-0.513,2.58,13.8,10.72144,,,47.2404503,1010.0921,299.3814921,45.5920846,,15.166,14.546,13.887,13.635,13.356,13.201,12.135,11.631,11.529,11.501,11.6,11.426,8.915,-,---,0.001,1.0,1.0,0.0
0,Kepler-1849 b,Kepler-1849,b,1,1,0,Transit,2021,Space,0,1,0,0.157,0.2597,2.387,6.29,2.54,0.0,355.0,89.99,0.07736,4.878,0.02454,,nan,4806.0,0.73,0.71,0.7943,-0.662,2.56,13.5,4.47419,,,6.5455005,2060.9276,285.29193,41.2557275,,17.43,16.577,15.997,15.654,15.322,15.168,14.049,13.511,13.418,13.379,13.444,12.673,9.428001,-,---,0.904407157741,1.0,1.0,0.904407157741
0,Kepler-185 b,Kepler-185,b,1,2,0,Transit,2014,Space,0,1,0,0.004,0.026,1.17,1.71,5.87,0.0,1237.0,89.04,0.02092,1.559,0.01346,,nan,5208.0,0.81,0.81,1.4454,-0.504,2.54,11.9,2.85831,,,15.1322691,1522.2842,282.4681674,43.8899464,,15.615,15.127,14.562,14.393,14.172,14.075,13.05,12.587,12.515,12.487,12.514,12.33,9.198,-,---,0.001,1.0,1.0,0.0
0,Kepler-185 c,Kepler-185,c,1,2,0,Transit,2014,Space,0,1,0,0.057,0.139,2.02,4.74,3.16,0.0,530.0,89.34,0.05617,2.781,0.02176,,nan,5208.0,0.81,0.81,1.4454,-0.504,2.54,11.9,8.08961,,,15.1322691,1522.2842,282.4681674,43.8899464,,15.615,15.127,14.562,14.393,14.172,14.075,13.05,12.587,12.515,12.487,12.514,12.33,9.198,-,---,0.0166437687527,1.0,1.0,0.0
0,Kepler-1850 b,Kepler-1850,b,1,1,0,Transit,2021,Space,0,1,0,0.004,0.0206,0.729,0.313,4.44,0.0,1008.0,86.72,0.00933,1.6449,0.00844,,nan,4239.0,0.6,0.61,0.6026,-0.81,2.67,13.8,2.25807,,,21.824292,816.0391,287.1428295,43.6161177,,15.782,15.206,14.44,14.071,13.67,13.437,12.256,11.68,11.562,11.474,11.561,11.484,9.439,-,---,0.001,1.0,1.0,0.0
0,Kepler-1851 b,Kepler-1851,b,1,1,0,Transit,2021,Space,0,1,0,0.033,0.1016,3.9,14.5,1.34,0.0,776.0,87.95,0.07786,1.2667,0.03413,,nan,5982.0,0.88,0.97,0.5248,0.06,2.54,0.3,2.57908,,,4.1531207,5185.2607,285.6737597,45.6398375,,16.682,16.125,15.699,15.602,15.441,15.409,14.524,14.141,13.962,14.017,14.07,12.453,9.018,-,---,0.001,1.0,1.0,0.0
0,Kepler-1852 b,Kepler-1852,b,1,1,0,Transit,2021,Space,0,1,0,0.022,0.0762,1.886,4.22,3.46,0.0,760.0,87.65,0.05266,1.2893,0.02085,,nan,5237.0,0.83,0.93,1.7378,-0.432,2.57,8.6,3.25918,,,3.6161069,2519.4931,288.0297157,40.3441934,,16.796,16.15,15.726,15.353,15.122,14.978,14.013,13.551,13.427,13.418,13.452,12.781,9.384,-,---,0.001,1.0,1.0,0.0
0,Kepler-1853 b,Kepler-1853,b,1,1,0,Transit,2021,Space,0,1,0,0.134,0.2395,1.519,2.92,4.58,0.0,386.0,86.81,0.03722,6.468,0.0173,,nan,4821.0,0.79,0.77,1.4454,-0.562,2.53,14.0,0.04438,,,4.8077186,1834.1317,284.7478834,46.3735415,,16.353,15.788,15.229,14.933,14.641,14.463,13.404,12.882,12.776,12.646,12.672,12.27,9.019,-,---,0.68142629698,1.0,1.0,0.68142629698
0,Kepler-1854 b,Kepler-1854,b,1,1,0,Transit,2021,Space,0,1,0,0.109,0.2119,2.587,7.21,2.29,0.0,420.0,89.89,0.03888,2.442,0.01766,,nan,5026.0,0.76,0.8,1.0,-0.479,2.58,0.7,22.32456,,,29.2288973,1380.7749,286.28593,37.3869915,,14.567,14.773,14.381,14.079,13.847,13.711,12.729,12.193,12.146,11.95,12.029,11.881,9.253,-,---,0.40483300983,1.0,1.0,0.40483300983
0,Kepler-1855 b,Kepler-1855,b,1,1,0,Transit,2021,Space,0,1,0,0.002,0.0115,1.216,1.96,5.99,0.0,849.0,88.7,0.03976,0.9332,0.01734,,nan,3460.0,0.36,0.39,1.1749,-1.295,2.92,13.8,10.9556,,,37.6860936,,283.4018628,41.5161554,,18.093,17.329,16.556,15.901,14.755,14.177,12.858,12.266,12.032,11.87,11.753,11.63,9.214,-,---,0.001,1.0,1.0,0.0
0,Kepler-1856 b,Kepler-1856,b,1,1,0,Transit,2021,Space,0,1,0,0.004,0.0215,1.734,3.66,3.85,0.0,1344.0,87.69,0.02905,1.3804,0.01653,,nan,4948.0,0.82,0.78,1.3804,-0.331,2.51,10.9,4.00411,,,13.8763385,2768.2817,295.9091695,51.3478777,,16.633,16.083,15.621,15.314,15.037,14.87,13.827,13.345,13.392,13.152,13.194,12.388,9.409,-,---,0.001,1.0,1.0,0.0
0,Kepler-1857 b,Kepler-1857,b,1,1,0,Transit,2021,Space,0,1,0,0.024,0.0807,1.961,4.5,3.28,0.0,946.0,89.66,0.02151,2.469,0.01364,,nan,6074.0,1.01,0.87,0.2884,0.205,2.38,3.5,5.01751,,,15.0908361,2783.0076,296.4557129,39.598537,,14.728,14.618,14.36,14.134,13.976,13.884,12.998,12.69,12.593,12.46,12.526,12.16,8.688,-,---,0.001,1.0,1.0,0.0
0,Kepler-1858 b,Kepler-1858,b,1,1,0,Transit,2021,Space,0,1,0,0.241,0.3575,2.422,6.44,2.49,0.0,330.0,89.79,0.0955,6.772,0.0265,,nan,4939.0,0.82,0.79,1.4454,-0.453,2.51,0.7,2.17141,,,8.4921897,2717.0589,292.3074315,46.626579,,16.841,16.341,15.959,15.567,15.338,15.205,14.219,13.742,13.663,13.617,13.664,13.081,9.493,-,---,0.994663516997,1.0,1.0,0.994663516997
0,Kepler-1859 b,Kepler-1859,b,1,2,0,Transit,2021,Space,0,1,0,0.007,0.0394,1.583,3.13,4.33,0.0,1455.0,85.66,0.01456,2.721,0.01131,,nan,5887.0,1.24,1.09,1.4454,0.154,2.29,2.5,0.77497,,,12.1932449,4341.9518,293.9886751,46.7179996,,15.99,15.605,15.178,15.11,14.951,14.887,13.994,13.71,13.714,13.596,13.671,13.122,9.589,-,---,0.001,1.0,1.0,0.0
0,Kepler-1859 c,Kepler-1859,c,1,2,0,Transit,2023,Space,0,1,0,0.01,0.0473,1.66,3.39,4.07,0.0,1327.0,83.31,0.01496,2.661,0.01232,,nan,5887.0,1.24,1.09,1.4454,0.154,2.29,2.5,0.44132,,,12.1932449,4341.9518,293.9886751,46.7179996,,15.99,15.605,15.178,15.11,14.951,14.887,13.994,13.71,13.714,13.596,13.671,13.122,9.589,-,---,0.001,1.0,1.0,0.0
0,Kepler-186 b,Kepler-186,b,1,5,0,Transit,2014,Space,0,1,0,0.011,0.0343,1.07,1.24,5.56,0.0,571.0,89.6,0.05142,1.8098,0.02075,,M1,3788.0,0.47,0.48,0.5248,-1.385,2.77,4.0,6.4,,,4.839251,579.2335,298.652736,43.9549884,,16.867,16.049,15.138,14.679,14.015,13.667,12.473,11.824,11.605,11.502,11.49,10.309,8.022,M,---,0.0028111163334,1.0,1.0,0.0
0,Kepler-186 c,Kepler-186,c,1,5,0,Transit,2014,Space,0,1,0,0.02,0.0451,1.25,2.1,5.91,0.0,464.0,89.9,0.06591,2.2691,0.02424,,M1,3788.0,0.47,0.48,0.5248,-1.385,2.77,4.0,6.4,,,4.839251,579.2335,298.652736,43.9549884,,16.867,16.049,15.138,14.679,14.015,13.667,12.473,11.824,11.605,11.502,11.49,10.309,8.022,M,---,0.148880165459,1.0,1.0,0.148880165459
0,Kepler-186 d,Kepler-186,d,1,5,0,Transit,2014,Space,0,1,0,0.037,0.0781,1.4,2.54,5.09,0.0,379.0,89.1,0.08728,2.9002,0.02715,,M1,3788.0,0.47,0.48,0.5248,-1.385,2.77,4.0,6.4,,,4.839251,579.2335,298.652736,43.9549884,,16.867,16.049,15.138,14.679,14.015,13.667,12.473,11.824,11.605,11.502,11.49,10.309,8.022,M,---,0.738110079141,1.0,1.0,0.738110079141
0,Kepler-186 e,Kepler-186,e,1,5,0,Transit,2014,Space,0,1,0,0.061,0.11,1.27,2.15,5.77,0.0,319.0,89.84,0.07089,3.3199,0.02465,,M1,3788.0,0.47,0.48,0.5248,-1.385,2.77,4.0,6.4,,,4.839251,579.2335,298.652736,43.9549884,,16.867,16.049,15.138,14.679,14.015,13.667,12.473,11.824,11.605,11.502,11.49,10.309,8.022,M,---,0.998835399245,1.0,1.0,0.998835399245
1,Kepler-186 f,Kepler-186,f,1,5,0,Transit,2014,Space,0,1,0,0.356,0.432,1.17,1.71,5.87,0.04,177.0,89.96,0.04666,5.62,0.0205,,M1,3755.0,0.52,0.54,0.5495,-1.26,2.74,4.0,5.29,,,4.839251,579.2335,298.652736,43.9549884,,16.867,16.049,15.138,14.679,14.015,13.667,12.473,11.824,11.605,11.502,11.49,10.309,8.022,M,---,0.133478230125,0.999999999999,1.0,0.133478230125
0,Kepler-1860 b,Kepler-1860,b,1,1,0,Transit,2021,Space,0,1,0,0.035,0.1021,1.139,1.55,5.77,0.0,697.0,89.24,0.01063,3.382,0.00935,,nan,5420.0,0.87,0.87,1.0,-0.181,2.5,0.4,2.3695,,,28.1065656,1430.8562,294.3508497,50.0809627,,14.391,13.965,13.569,13.374,13.248,13.153,12.209,11.893,11.808,11.771,11.829,11.185,9.358,-,---,0.001,1.0,1.0,0.0
0,Kepler-1861 b,Kepler-1861,b,1,1,0,Transit,2021,Space,0,1,0,0.11,0.2408,2.207,5.5,2.81,0.0,617.0,89.7,0.02286,4.979,0.01343,,nan,5855.0,1.37,1.16,1.8197,0.3,2.23,2.8,2.68444,,,3.4448571,2707.0459,295.8465148,49.9361586,,14.286,14.045,13.709,13.572,13.45,13.451,12.558,12.296,12.239,12.161,12.211,12.771,9.432,-,---,0.001,1.0,1.0,0.0
0,Kepler-1862 b,Kepler-1862,b,1,1,0,Transit,2021,Space,0,1,0,0.044,0.1199,2.203,5.49,2.82,0.0,645.0,87.2,0.0575,3.546,0.02577,,nan,5644.0,0.81,0.9,0.5754,-0.215,2.58,0.4,0.43429,,,1.5626864,4018.8616,296.7533555,49.3780726,,16.233,16.424,15.847,15.826,15.631,15.557,14.596,14.196,14.125,14.108,14.269,12.312,9.284,-,---,0.001,1.0,1.0,0.0
0,Kepler-1863 b,Kepler-1863,b,1,1,0,Transit,2021,Space,0,1,0,0.123,0.2555,2.263,5.74,2.72,0.0,508.0,86.35,0.01702,9.686,0.01159,,nan,5871.0,0.98,1.1,1.6218,0.41,2.49,4.7,0.02888,,-26.42,11.4382566,2823.0302,282.2397185,43.2440854,,14.121,13.871,13.64,13.429,13.295,13.263,12.36,12.077,12.039,11.966,12.004,11.961,8.785,-,---,0.0378823521899,1.0,1.0,0.0
0,Kepler-1864 b,Kepler-1864,b,1,1,0,Transit,2021,Space,0,1,0,0.011,0.0488,0.754,0.353,4.52,0.0,1156.0,88.66,0.00425,2.797,0.00597,,nan,5854.0,0.98,1.03,1.1482,0.03,2.47,,1.57925,,,10.6454947,974.8607,289.6867653,41.5889178,,12.737,12.745,12.123,12.263,12.138,,10.986,10.775,10.666,10.62,10.657,10.592,8.786,-,---,0.001,1.0,1.0,0.0
0,Kepler-1865 b,Kepler-1865,b,1,1,0,Transit,2021,Space,0,1,0,0.007,0.0344,1.577,3.11,4.36,0.0,1203.0,89.73,0.0303,1.1968,0.01576,,nan,5420.0,0.87,0.85,0.871,-0.329,2.49,11.6,12.9272,,,16.3904579,3007.99,293.941238,41.5904136,,16.852,16.222,15.468,15.513,15.261,15.15,14.217,13.792,13.635,13.639,13.739,12.924,8.934,-,---,0.001,1.0,1.0,0.0
0,Kepler-1866 b,Kepler-1866,b,1,1,0,Transit,2021,Space,0,1,0,0.032,0.1016,2.082,4.99,3.04,0.0,834.0,76.07,0.0181,4.921,0.0111,,nan,5791.0,1.08,1.03,1.4454,0.144,2.38,0.3,0.00949,,,4.0154386,3185.6863,286.2246453,44.6544869,,15.38,14.837,14.418,14.331,14.221,14.171,13.276,12.994,12.877,12.92,12.981,12.535,8.56,-,---,0.001,1.0,1.0,0.0
0,Kepler-1867 b,Kepler-1867,b,1,1,0,Transit,2021,Space,0,1,0,0.027,0.0872,1.16,1.65,5.81,0.0,768.0,88.68,0.0068,4.23,0.00762,,nan,5693.0,0.82,0.91,0.5754,0.219,2.57,0.5,0.89377,,,20.3486269,2219.7623,294.9971007,43.4358698,,14.38,13.953,13.549,13.409,13.25,13.192,12.307,11.953,11.897,11.839,11.914,11.85,9.301,-,---,0.001,1.0,1.0,0.0
0,Kepler-1868 b,Kepler-1868,b,1,1,0,Transit,2021,Space,0,1,0,0.578,0.6266,3.15,10.1,1.78,0.0,215.0,89.69,0.19534,7.119,0.05123,,nan,4658.0,0.69,0.74,1.0,-0.662,2.63,14.0,1.44584,,,12.092861,894.2545,293.2983733,43.5558025,,15.317,14.756,14.157,13.787,13.469,13.306,12.224,11.69,11.559,11.483,11.557,11.584,9.264,-,---,0.333108650775,1.0,1.0,0.333108650775
0,Kepler-1869 b,Kepler-1869,b,1,2,0,Transit,2021,Space,0,1,0,0.022,0.0791,1.12,1.46,5.72,0.0,865.0,86.03,0.01054,3.286,0.00941,,nan,5808.0,0.9,0.99,0.871,-0.05,2.52,6.3,0.43756,,,28.8311965,368.6378,292.6149958,42.7643438,,10.957,10.588,10.31,10.079,9.973,9.932,9.052,8.761,8.693,8.646,8.691,8.64,8.727,-,---,0.001,1.0,1.0,0.0
0,Kepler-1869 c,Kepler-1869,c,1,2,0,Transit,2023,Space,0,1,0,0.005,0.028,0.74,0.33,4.47,0.0,1455.0,81.38,0.00595,2.068,0.00755,,nan,5808.0,0.9,0.99,0.871,-0.05,2.52,6.3,0.65299,,,28.8311965,368.6378,292.6149958,42.7643438,,10.957,10.588,10.31,10.079,9.973,9.932,9.052,8.761,8.693,8.646,8.691,8.64,8.727,-,---,0.001,1.0,1.0,0.0
0,Kepler-187 b,Kepler-187,b,1,2,0,Transit,2014,Space,0,1,0,0.014,0.059,1.41,2.57,5.04,0.0,1244.0,84.67,0.01235,4.279,0.0105,,nan,6105.0,1.29,1.11,0.955,0.493,2.27,3.72,0.4131,,,14.4133318,3727.9631,299.7964955,44.0892448,,15.001,14.669,14.297,14.129,13.96,13.853,12.956,12.615,12.566,12.523,12.567,12.037,9.213,-,---,0.001,1.0,1.0,0.0
0,Kepler-187 c,Kepler-187,c,1,2,0,Transit,2014,Space,0,1,0,0.029,0.099,2.67,7.61,2.2,0.0,963.0,85.61,0.04553,5.284,0.02135,,nan,6105.0,1.29,1.11,0.955,0.493,2.27,3.72,0.17649,,,14.4133318,3727.9631,299.7964955,44.0892448,,15.001,14.669,14.297,14.129,13.96,13.853,12.956,12.615,12.566,12.523,12.567,12.037,9.213,-,---,0.001,1.0,1.0,0.0
0,Kepler-1870 b,Kepler-1870,b,1,1,0,Transit,2021,Space,0,1,0,0.01,0.0453,2.101,5.07,3.0,0.0,1046.0,86.68,0.04317,1.0258,0.01901,,nan,5508.0,0.84,0.96,1.1749,-0.226,2.57,13.4,4.68913,,,6.7421577,1328.1594,293.9335076,40.590704,,14.468,14.004,13.566,13.407,13.229,13.144,12.186,11.812,11.758,11.682,11.728,11.805,9.235,-,---,0.001,1.0,1.0,0.0
0,Kepler-1871 b,Kepler-1871,b,1,1,0,Transit,2021,Space,0,1,0,0.005,0.0308,2.422,6.44,2.49,0.0,1403.0,80.96,0.0403,0.872,0.01906,,nan,5741.0,0.95,1.02,1.3183,0.003,2.5,5.7,1.13937,,,6.0109919,2787.4042,292.4275044,38.4728824,,15.168,15.133,14.822,14.514,14.336,14.265,13.324,12.983,12.841,12.819,12.868,12.229,8.679,-,---,0.001,1.0,1.0,0.0
0,Kepler-1872 b,Kepler-1872,b,1,1,0,Transit,2021,Space,0,1,0,0.01,0.0465,2.384,6.28,2.55,0.0,1005.0,81.86,0.09344,1.8057,0.02733,,nan,5223.0,0.89,0.91,2.0893,-0.506,2.5,,0.39093,,,5.2131052,2740.304,281.0491988,43.3225996,,17.247,16.503,15.966,15.676,15.452,15.325,14.357,13.803,13.71,13.556,13.628,13.042,9.322,-,---,0.001,1.0,1.0,0.0
0,Kepler-1873 b,Kepler-1873,b,1,1,0,Transit,2021,Space,0,1,0,0.002,0.0128,1.626,3.28,4.19,0.0,1787.0,86.65,0.02809,0.7848,0.01541,,nan,5151.0,0.79,0.9,1.6218,-0.41,2.59,1.0,8.80443,,,12.0283306,2677.6005,294.596557,46.0483705,,16.324,16.348,15.889,15.53,15.28,15.152,14.149,13.676,13.569,13.441,13.494,12.819,9.563,-,---,0.001,1.0,1.0,0.0
0,Kepler-1874 b,Kepler-1874,b,1,1,0,Transit,2021,Space,0,1,0,0.155,0.2633,2.211,5.52,2.81,0.0,356.0,88.76,0.07833,4.188,0.03141,,nan,4701.0,0.78,0.76,1.7378,-0.577,2.54,13.8,0.48505,,,29.1485324,1330.7393,286.3718158,43.692081,,16.436,15.844,15.434,14.845,14.479,14.276,13.191,12.613,12.473,12.41,12.47,12.264,8.804,-,---,0.898746859323,1.0,1.0,0.898746859323
0,Kepler-1875 b,Kepler-1875,b,1,1,0,Transit,2021,Space,0,1,0,0.094,0.2039,3.227,10.5,1.72,0.0,559.0,88.74,0.0431,7.434,0.01995,,nan,6161.0,0.86,0.95,0.3162,0.407,2.54,0.3,0.36979,,,6.2079531,5415.6573,296.7727406,50.1883667,,15.559,15.352,15.201,14.905,14.758,14.699,13.867,13.535,13.425,13.464,13.557,12.716,9.432,-,---,0.00489007827779,1.0,1.0,0.0
0,Kepler-1876 b,Kepler-1876,b,1,1,0,Transit,2021,Space,1,1,0,0.019,0.0758,0.853,2.4,19.0,0.098,1299.0,89.13,0.00334,4.842,0.0053,0.71,nan,6104.0,1.48,1.19,1.0233,0.429,2.07,4.4,0.38461,,,15.499104,847.7936,299.1604859,41.1437964,,11.444,11.166,10.793,10.726,10.625,10.583,9.771,9.526,9.472,9.45,9.477,9.495,8.728,-,---,0.001,0.999999999987,1.0,0.0
0,Kepler-1877 b,Kepler-1877,b,1,1,0,Transit,2021,Space,0,1,0,0.007,0.0351,0.624,0.179,4.05,0.0,1278.0,88.09,0.00338,2.263,0.0053,,nan,5615.0,0.94,1.02,1.7378,-0.077,2.5,0.4,1.51434,,,15.9834762,930.5622,294.866924,46.7904816,,13.216,12.735,12.29,12.186,12.054,11.968,11.064,10.738,10.642,10.558,10.602,10.553,9.372,-,---,0.001,1.0,1.0,0.0
